_id,id,AgencyName,PrimaryManagerFirst,PrimaryManagerLast,PrimaryManagerEmail,AgencyFacebookLink,AgencyTwitterLink,AgencyPhone,Address,AgencyAddress,Addition,Street Address,AgencyCity,AgencyState,AgencyPostal,AgencyUrl,WhatWeDo,longitude,latitude
286,306,Play360,Jon,Racek,info@play360.org,https://www.facebook.com/play360team,https://twitter.com/play360team,1-617-921-5445,"1202 E. Wylie St., Bloomington, IN, 47401",1202 E. Wylie St.,,1202 E Wylie St,Bloomington,IN,47401,http://www.play360.org,Play360 trains organizations to build low-cost sustainable playgrounds as a means of improving education throughout the developing world.,-86.519997,39.158333
287,307,Positive Link HIV Services - IU Health Bloomington,Jill,Stowers,jstowers@iuhealth.org,http://www.facebook.com/positivelink,,1-812-353-3250,"333 E. Miller Dr., Bloomington, IN, 47401",333 E. Miller Dr.,,333 E Miller Dr,Bloomington,IN,47401,http://iuhealth.org/bloomington/about/community-health/hiv-aids-positive-link/,Coordinates comprehensive health and human services for people living with HIV/AIDS and provides HIV prevention and early intervention services without regard to race ethnicity national origin age ability gender sexual orientation socioeconomic class or religious affiliation.,-86.528738,39.147365
288,308,Premier Hospice & Home Health,Tyler,Tieche,tyler.tieche@Premierhospicein.com,https://www.facebook.com/Premier-Hospice-Home-Health-436226623236576/,,1-812-680-4384,"319 N Ewing St, Seymour, IN, 47274",319 N Ewing St,,319 N Ewing St,Seymour,IN,47274,http://www.premierhospiceandhomehealth.com/,"Our mission is to treat all those that we come in contact with (patients, caregivers, fellow employees, referral sources, vendors and payers) the way we would want to be treated.",-85.888526,38.96135
289,309,Prism Youth Community (Bloomington PRIDE),Laura,Ingram,laura.ingram@bloomingtonpride.org,http://www.facebook.com/prismyouthcommunity,,1-812-250-6566,", Bloomington, IN, 47402",,P.O. Box 554,,Bloomington,IN,47402,http://www.bloomingtonpride.org/prism,"We are an inclusive youth group that celebrates all sexual orientations, gender identities, and gender expressions",-86.531389,39.14621
290,310,Priyam Global,Michaela,Cisney,mmcisney@gmail.com,,,317-242-8244,", Bloomington, IN, 47401",,,,Bloomington,IN,47401,http://www.priyamglobal.org,Investing in children with disabilities in developing countries and working to end preventable childhood disability,-86.5,39.16
291,311,Protective Order Assistance Partnership,Sarah,Hunt,shunt@co.monroe.in.us,,,812-349-5010,"301 N. College Ave., Bloomington, IN, 47401",301 N. College Ave.,Rm. 201,301 N College Ave,Bloomington,IN,47401,,"POAP provides free assistance to persons seeking safety from threats or acts of sexual violence, family violence, intimate partner violence, or stalking.  Assistance includes navigating the process of filing for a civil protection order, immediate safety planning, and providing connections and referrals to partners and community resources based on the individual's unique needs and circumstances.",-86.534862,39.168525
292,312,Quarryland Men's Chorus,Robert,Ping,recruitment@quarryland.org,https://www.facebook.com/Quarryland,https://twitter.com/quarryland,1-812-876-4175,", Bloomington, IN, 47402",,PO Box 3345,,Bloomington,IN,47402,http://quarryland.org,"The Chorus provides a positive performance-based community for gay and bisexual men and their allies in South Central Indiana. It fosters talent, fellowship, pride, and understanding through excellence in vocal music.",-86.531389,39.14621
293,313,Reach High Consulting And Therapy,John,Jones,aba@reachhighconsulting.org,,,812-330-4460,"2101 W Tapp Rd, Bloomington, IN, 47403",2101 W Tapp Rd,,2101 W Tapp Rd,Bloomington,IN,47403,http://www.reachhighconsulting.org,Reach High Consulting supports families living with autism  by providing applied behavior services and the tools needed to help their child reach their maximum potential along with the hope and faith they need to persevere.,-86.56042,39.13651
294,314,Recovery Engagement Center,Jody,Chatelain,jody.chatelain@centerstone.org,https://www.facebook.com/recoveryengagementcenter/,,1-812-606-3615,"221 North Rogers St, Bloomington, IN, 47404",221 North Rogers St,,221 N Rogers St,Bloomington,IN,47404,https://centerstone.org/our-services/services-directory/recovery-engagement-center,"The Recovery Engagement Center is a community center that provides recovery classes, recovery coaching, 12-step meetings, volunteer opportunities, computers with internet, a Friday community lunch, and special recovery events. We strive to help those seeking recovery to regain a sense of hope and possibility from their addiction.",-86.538933,39.168407
295,315,Red Eye Relay,Chet,Klene,chet@fun-races.com,,,812-336-7293,"350 W. 11th St., Bloomington, IN, 47404",350 W. 11th St.,c/o Upland Beer Adventures,350 W 11th St,Bloomington,IN,47404,http://www.redeyerelay.com,To organize and sponsor recreational athletic events such as running  bicycling and triathlon events as fundraisers for other charitable organizations.  The purpose of the organization is to provide inspiration  leadership  education and training to promote physical fitness and charitable works.,-86.537422,39.173534
296,316,Redbud Hills Retirement Community,Stephanie,Brown,stephanie.brown@holidaytouch.com,,,1-812-335-0089,"3211 E. Moores Pike, Bloomington, IN, 47401",3211 E. Moores Pike,,3211 E Moores Pike,Bloomington,IN,47401,http://www.holidaytouch.com/redbud-hills/redbud-hills-home/,A for-profit community whose approach to management has as its cornerstone superior resident service fiscal prudence and innovative marketing efforts - all of which provide a stabilized and profitable environment within a short time frame.,-86.492367,39.150941
297,317,Reimagining Opera for Kids,Kim,Carballo,kscarballo@gmail.com,,,1-812-345-3743,"1300 S Lincoln St, Bloomington, IN, 47401",1300 S Lincoln St,,1300 S Lincoln St,Bloomington,IN,47401,http://rok.kimcarballo.com,"ROK's goal is two-fold: to introduce area children to opera through engaging first experiences as audience members, and to give developing professional musicians an opportunity to hone their performance skills.",-86.531662,39.152367
298,318,Rhino's Youth Center,Amy,Oelsner,amy.oelsner@gmail.com,https://www.facebook.com/rhinosyouthmedia,https://twitter.com/Rhinos_All_Ages,1-812-333-3430,"331 S. Walnut St., Bloomington, IN, 47401",331 S. Walnut St.,,331 S Walnut St,Bloomington,IN,47401,http://rhinosyouthcenter.org/,"Rhino's has been operating as an after school center and all ages music venue since 1992. We are a small, dedicated and passionate staff. Rhinos staff cultivates a culture of care by being well trained and informed. Safe Place trainings ensure we can help teens when they need it most. Our staff has an excellent rapport with the participants and often find out very quickly if a teen is at risk and can connect them to services that can help them find housing, counseling, or any other kind of support they need.",-86.533637,39.164064
299,319,Richland-Bean Blossom Community School System,Carol,Gardiner,cgar6586@rbbcsc.k12.in.us,,,1-812-876-7100,"600 S. Edgewood Dr., Ellettsville, IN, 47429",600 S. Edgewood Dr.,,600 S Edgewood Dr,Ellettsville,IN,47429,http://www.rbbcsc.k12.in.us,Our mission is to work in cooperation with the community and families to provide students with an education that promotes responsible citizenship and encourages problem solving and creativity.,-86.635383,39.235137
300,320,Richland-Bean Blossom Health Care Center,Cheryl,Decker,cheryl@rbbhcc.com,,,1-812-876-6400,"5911 W. St. Rd. 46, Ellettsville, IN, 47429",5911 W. St. Rd. 46,,5911 W St Rd 46,Ellettsville,IN,47429,http://www.medicalrehab.com/LTC/rbb.htm,A non-profit residential skilled nursing care facility. Provides short- and long-term rehabilitation services.,-86.64,39.24
301,321,RSVP 55+ Volunteer Program,Amy,Wardlow,awardlow@area10agency.org,,,1-812-876-3383,"631 W. Edgewood Dr., Ellettsville, IN, 47429",631 W. Edgewood Dr.,,631 W Edgewood Dr,Ellettsville,IN,47429,http://www.area10agency.org/rsvp,The RSVP 55+ Volunteer Program is a national service program for volunteers (age 55 and better) who want to make a difference in their community.,-86.638963,39.232836
302,322,Safe Families for Children,Susan,Powell,bloomington@safefamilies.net,https://www.facebook.com/sffcbloomington/,https://twitter.com/SafeFamiliesMCI,1-954-579-3924,", Bloomington, IN, 47402",,P.O. Box 3174,,Bloomington,IN,47402,http://www.bloomington.safe-families.org,"Our mission at Safe Families is to strengthen families to care for children and care for children when families cannot.Through Safe Families for Children, volunteers provide extended family-like care for a family in crisis. Parents in crisis are connected with a host family who cares for their child until they get back on their feet. Loss of housing, hospitalization, unemployment, and lack of family support are among the many reasons parents decide to use Safe Families. The average length of stay is 44 days and the average age of a child is 4 years old, though children 0-18 are eligible. Stays can be as short as a couple days to as long as a year. We are committed to reuniting families as soon as possible.",-86.531389,39.14621
303,323,Salvation Army,Monica,Clemons,monica_clemons@usc.salvationarmy.org,https://www.facebook.com/SABloomington,https://twitter.com/@SABtown,1-812-336-4310,"111 N. Rogers St., Bloomington, IN, 47402",111 N. Rogers St.,,111 N Rogers St,Bloomington,IN,47402,http://www.bloomington.salvationarmyindiana.org,"The Salvation Army, an international movement, is an evangelical part of the universal Christian Church. Its message is based on the Bible. Its ministry is motivated by the love of God. Its mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination.",-86.539038,39.16691
304,324,Sassafras Audubon Society,David,Rupp,david_rupp@hotmail.com,,,,", Bloomington, IN, 47402",,PO Box 85,,Bloomington,IN,47402,http://www.sassafrasaudubon.org/,"The Sassafras Audubon Society is a community of informed and engaged stewards dedicated to nurturing the knowledge, enjoyment, and conservation of birds and nature.",-86.531389,39.14621
305,325,Scott Rolen's Enis Furley Foundation,Beth Anne,Weiler,bethanne133@gmail.com,,,,", Smithville, IN, 47458",,PO Box 100,,Smithville,IN,47458,,"The Enis Furley Foundation's mission is to bring smiles to the faces of children and their families who are dealing with an illness, hardship, or other special needs.Beth Anne Weiler, Volunteer Contact, 812-272-7337; bethanne133@gmail.comTodd Rolen, Executive Director, todd@enisfurley.comIt is a non-profit organization created by Scott Rolen of the Cincinnati Reds. The Enis Furley Foundation is busy with the operation of our outdoor retreat, ?Camp Emma Lou?, located in Lawrence County, Indiana. The camp primarily serves children and their families from Monroe and surrounding counties. The community outreach component of the camp, \Hot Corner Kids\""",-86.50694,39.07111
306,326,Seven Oaks Classical School,Lindsey,Weaver,info@sevenoaksclassical.org,,,1-812-272-9716,", Bloomington, IN, 47407",,PO Box 7262,,Bloomington,IN,47407,http://www.sevenoaksclassical.blogspot.com,"The mission of Seven Oaks Classical School is to train the minds and improve the hearts of young people through a rigorous, classical education in the liberal arts and sciences, with instruction in the principles of moral character and civic virtue.",-86.454639,39.24588
307,327,Shalom Community Center,Sue,Murphy,sue@shalomcommunitycenter.org,https://www.facebook.com/shalomcommunitycenter/,https://twitter.com/shalomcommctr,1-812-334-5734,"620 S. Walnut St., Bloomington, IN, 47401",620 S. Walnut St.,,620 S Walnut St,Bloomington,IN,47401,http://www.shalomcommunitycenter.org,The Shalom Community Center is dedicated to relieving the plight of those experiencing homelessness and poverty in South Central Indiana.,-86.534142,39.158588
308,328,Sherwood Oaks Christian Church,Nancy,Barrow,nbarrow@socc.org,,,812-334-0206,"2700 E Rogers Rd, Bloomington, IN, 47401",2700 E Rogers Rd,,2700 E Rogers Rd,Bloomington,IN,47401,http://www.socc.org,Our dream is of a hopeful community that lives beyond itself.  Our desire is that all people find purpose as they live like Jesus:  loving the unloved  serving the underserved and living out God's plan in relevant and practical ways.  To us  providing hope is about God's power to transform lives from seeking to finding  from getting to giving  from Sundays to always  from inward to outward  from 'I-centered' to 'YOU-centered' (i2U).,-86.500938,39.134815
309,329,Silk Road Institute,Karen,Newman,karenlnewman2010@gmail.com,,,,"Bloomington, Bloomington, IN, ",Bloomington,,,Bloomington,IN,,http://silkroadinstitute.jimdo.com/,"We are dedicated to preserving the diverse cultures and ancient musical traditions of the Silk Road regions by promoting cross-cultural cooperation, scholarships, and understanding through innovative educational programing, which highlights the unique, artistic contributions of these regions.",-86.5343,39.167
310,330,Smart Mouths Mobile Oral Health Education,Afton,Cooper,afton.cooper@rocketmail.com,,,1-812-381-3580,"8765 Drunkards Pike, Gosport, IN, 47433",8765 Drunkards Pike,,8765 Drunkards Pike,Gosport,IN,47433,,To improve the oral & systemic health of the residents of Owen County & surrounding counties through hands on education.,-86.639213,39.415643
311,331,South Central ArtsWORK Indiana,Jane,Harlan-Simmons,jeharlan@indiana.edu,,,812-855-6508,"2853 E. 10th Street, Bloomington, IN, 47401",2853 E. 10th Street,c/o Indiana Institute on Disability and Community,2853 E 10th St,Bloomington,IN,47401,http://www.artsworkindiana.org,"To facilitate access to careers in the arts for people with disabilities through awareness, education, and encouragement.",-86.49717,39.171504
312,332,South Central Community Action Program,Linda,Patton,lindap@insccap.org,,,1-812-339-3447,"1500 W. 15th St., Bloomington, IN, 47404",1500 W. 15th St.,,1500 W 15th St,Bloomington,IN,47404,http://www.insccap.org,"MISSION STATEMENTWe exist to provide opportunities for low-income citizens to move toward personal and economic independence.VISION STATEMENTSouth Central Community Action Program envisions communities where all citizens are able to meet their needs; including but not limited to, medical and dental coverage, shelter, food, and childcare. The opportunity exists for all citizens to maintain a quality lifestyle, and become self-sufficient. Their potential to grow is enhanced by gaining additional skills and education, utilizing community resources and volunteerism. South Central Community Action Program through community involvement is able to effect societal change to support this vision, so that citizens who temporarily fall below 200% of the Federal Poverty Guidelines find support.OUR PURPOSESouth Central Community Action Program, Inc., is a not for profit organization designed as the Community Action Agency for Monroe, Morgan, Owen, and Brown Counties.Since 1965, the purpose of SCCAP has been to reduce the extent and impact of poverty in this service area. SCCAP, as enabler:Provides support and opportunity for self-development efforts by the low-income community and its membersEngages in advocacy and representation of the interests of the low-income community, while facilitating self-representation.Networks with public and private agencies concerned with improving the quality of human life.Demonstrates innovative and effective approaches for dealing with causes and effects of poverty.Operates state and federal programs designed to meet specific needs of low-income individuals and families.OUR PROMISEThe South Central Community Action Program is one almost 1,000 Community Action Agencies. These agencies serve 98 percent of all counties in the country. Here is our promise: Community Action changes people's lives, embodies the spirit of hope, improves communities and makes America a better place to live. We care about the entire community and are dedicated to helping individuals help themselves and each other.NONDISCRIMINATIONAll SCCAP services are provided without regard to race, age, color, religion, sex, disability, national origin, ancestry or status as a veteran. ",-86.552795,39.177666
313,333,South Central Community AIDS Action Group,Emily,Brinegar,ebrinegar@iuhealth.org,,,812-353-3273,", Bloomington, IN, 47407",,P.O. Box 5275,,Bloomington,IN,47407,http://thecaag.wordpress.com,"The Community AIDS Action Group is a community-based group, which through its sub-committees:-Presents and monitors community education on AIDS-Encourages \safe sex\"" practices-Discourages \""needle-sharing\"" and other high-risk behaviors-Provides and/or advocates for medical",-86.454639,39.24588
314,334,Southern Indiana Center For Independent Living,Catherine,Anders,catherine@sicilindiana.org,,,1-812-277-9626,"1490 W. Main Street, Mitchell, IN, 47446",1490 W. Main Street,,1490 W Main St,Mitchell,IN,47446,http://www.sicilindiana.org,SICIL is a consumer controlled community-based cross disability nonresidential and not-for-profit organization that promotes and practices the philosophy of independent living.,-86.485401,38.731675
315,335,SouthernCare Hospice,Abbey,Bucy,abbey.bucy@southerncareinc.com,,,1-812-334-8343,"1923 S. Liberty Dr., Bloomington, IN, 47403",1923 S. Liberty Dr.,,1923 S Liberty Dr,Bloomington,IN,47403,http://www.southerncareinc.com,"The mission of SouthernCare is to assure that residents of its service locales have access to a program of care that enhances the quality of life for the terminally ill and their families. Care of the whole person is emphasized by providing physical, spiritual and emotional support to all medically appropriate persons, without discrimination. Efforts are centered on meeting needs by offering highly individualized compassionate care in the person's home or a home like setting. SouthernCare recognizes the value of dedicated staff and volunteers and affirms each as individuals, as well as members of the care team. SouthernCare is dedicated to enhancing the care of all in the community by education, and by example, serve as a symbolic reminder that we may not add days to your life but we can add life to your days.",-86.576941,39.149114
316,336,SPEA Energy Leaders Student Association,Eric,Fischer,ejfisher@indiana.edu,,,812-369-7235,"1315 E. 10th St., Bloomington, IN, 47405",1315 E. 10th St.,,1315 E 10th St,Bloomington,IN,47405,https://myinvolvement.indiana.edu/sissastd-prd/p/organization.do?methodToCall=orgSelect&org_id=829&c,"The SPEA Energy Leaders Student Association serves two purposes; 1.) Member education and 2.) Career advancement. ELSA acts as a forum for graduate students, especially those enrolled in the SPEA energy concentration, to discuss events and careers in the energy industry. We also facilitate networking opportunities among students and with energy professionals.",-86.517861,39.171597
317,337,Special Olympics Indiana - Monroe County,Denise,Brown,soimc.cc@gmail.com,https://www.facebook.com/SOINMC/,,1-812-325-1548,", Bloomington, IN, 47402",,PO Box 2554,,Bloomington,IN,47402,http://soindiana.org/,Gives individuals with intellectual disabilities the opportunity to practice and participate in Olympic-type sports. Our organization is available for those ages 8 on up. We compete locally away and in area and state tournaments.,-86.531389,39.14621
318,338,"Spencer Pride, Inc.",Judi,Epp,judi@spencerpride.org,,,1-812-821-3073,", Spencer, IN, 47460",,P.O. Box 585,,Spencer,IN,47460,http://www.SpencerPride.org,The purpose of the organization is to promote support and represent the gay lesbian bisexual and transgender community in South Central Indiana by holding an annualSpencer Pride event that proudly and honestly reflects LGBTQI values and diversity. This mission may also be achieved through other educational activities and events throughout the year that focus on rural communities.,-86.76,39.29
319,339,St. Paul Catholic Center,Bridget,McIntyre,bmcintyre@hoosiercatholic.org,,,1-812-332-5578,"1413 E. 17th Street, Bloomington, IN, 47408",1413 E. 17th Street,,1413 E 17th St,Bloomington,IN,47408,,Faith Community,-86.514537,39.178953
320,340,St. Vincent de Paul Society,Scott,Alber,salber@bloomingtonsvdp.org,https://www.facebook.com/bloomingtonsvdp/,,1-812-961-1510,"1413 E 17th, Bloomington, IN, 47408",1413 E 17th,,1413 E 17th,Bloomington,IN,47408,http://www.bloomingtonsvdp.org,The vision of the Society of St. Vincent de Paul (SVDP) is to 'embrace the world in a network of charity.' We are Catholic led but open to any person who wishes to live their faith by helping those in need. We offer assistance to our clients without regard to race creed color gender sexual orientation or religion.,-86.514537,39.178953
321,341,Stepping Stones Inc.,Melissa,Paneto,melissa.paneto@centerstone.org,https://www.facebook.com/steppingstonesbtown/,https://twitter.com/Stepping_Stones,1-812-339-9771,", Bloomington, IN, 47402",,PO Box 1366,,Bloomington,IN,47402,http://www.steppingstones-inc.org,Stepping Stones is an independent non-profit that provides transitional housing and supportive services to youth aged 16-20 years who are experiencing homelessness.,-86.531389,39.14621
322,342,Stone Belt,Leslie,Green,lgreen@stonebelt.org,https://www.facebook.com/StoneBeltArc,https://twitter.com/stonebeltarc,1-812-332-2168,"2815 E. 10th St., Bloomington, IN, 47408",2815 E. 10th St.,,2815 E 10th St,Bloomington,IN,47408,http://www.stonebelt.org,"We believe in the uniqueness, worth, and right to self-determination of every individual. Therefore it is our mission in partnership with the community to prepare, empower, and support persons with developmental disabilities and their families to participate fully in the life of the community.",-86.501003,39.171687
323,343,Stonecroft Health Campus,Debbie,Webster,debbie.webster@stonecrofthc.com,https://www.facebook.com/Stonecroft-Health-Campus-635610296545472/,https://twitter.com/StonecroftHC,1-812-825-0551,"363 S Fieldstone Boulevard, Bloomington, IN, 47403",363 S Fieldstone Boulevard,,363 S Fieldstone Boulevard,Bloomington,IN,47403,http://www.trilogyhs.com/browse-locations/item/stonecrofthealth-campus,"A for-profit assisted living, skilled nursing, short-term rehab, outpatient therapy, long-term care, and respite care facility",-86.605553,39.162047
324,344,"Summit Elementary, Summit Community PTO",Dara,Parker,darasidesparker@gmail.com,,,1-812-330-2011,"1450 W Countryside Ln, Bloomington, IN, 47403",1450 W Countryside Ln,,1450 W Countryside Ln,Bloomington,IN,47403,,"The Summit Elementary Mission Statement The Summit Elementary Staff, in alignment with MCCSC policy, is committed to creating a loving and safe learning environment that promotes an atmosphere of mutual respect in which the predictive value of race, gender, ethnicity, socioeconomic status, exceptionalities, and other factors which relate to each student's school success are eradicated. Our purpose is to prepare students to make positive contributions to their community and world. Students will develop a personal passion and investment in their life and daily work as they use their minds creatively to become good problem solvers, good communicators, effective decision makers, and critical thinkers. Students will develop a desire for knowledge as they acquire essential academic skills in a meaningful context. Many opportunities are provided for students to learn the importance of cooperation, team work, mentoring, responsibility and respect for everyone, so that they will be able to assume productive roles in our democratic society. We Believe We must have the support and involvement of the parents and our community. Every student has individual needs that must be addressed for him/her to be successful. The teacher's role must be that of a professional educator as well as a partner and facilitator in the learning process. Every member of the Summit Elementary School community must be accepted as a valuable asset. All people need success to prosper and grow. Creating a positive atmosphere enables all children to learn. Helping children achieve their personal best is an honor as well as our duty.",-86.55398,39.140985
325,345,Susie's Place Child Advocacy Center,Elise,Headley,elise@susiesplace.org,,,1-812-822-1570,"365 S. Parkridge Drive, Bloomington, IN, 47401",365 S. Parkridge Drive,,365 S Parkridge Dr,Bloomington,IN,47401,http://www.susiesplace.org,"To provide a neutral, child-friendly center to investigate alleged child abuse and neglect in Indiana, while keeping the comfort and safety of the child the first priority.",-86.5,39.16
326,346,Sycamore Land Trust,John,Lawrence,john@sycamorelandtrust.org,https://www.facebook.com/SycamoreLandTrust/,,1-812-336-5382,"4898 E. Heritage Woods Rd., Bloomington, IN, 47401",4898 E. Heritage Woods Rd.,,4898 E Heritage Woods Rd,Bloomington,IN,47401,http://www.sycamorelandtrust.org,"Sycamore Land Trust protects and restores the beautiful natural heritage of southern Indiana. Our nature preserves offer opportunities for outdoor recreation and environmental education. Sycamore is a regional non-profit organization founded in 1990. Thus far, we have protected more than 90 properties totaling over 8,400 acres.",-86.463013,39.159416
327,347,T.C. Steele State Historic Site,Anthony,Joslin,ajoslin@indianamuseum.org,https://www.facebook.com/T-C-Steele-State-Historic-Site-251410094906950/?hc_ref=SEARCH,,1-317-315-4702,"4220 T.C. Steele Rd., Nashville, IN, 47448",4220 T.C. Steele Rd.,,4220 TC Steele Rd,Nashville,IN,47448,http://www.tcsteele.org,The mission of the T.C. Steele State Historic Site is to collect preserve and interpret the property and history of Hoosier artist Theodore Clement Steele and his wife Selma Steele; also as a part of the Indiana State Museum and Historic Sites to serve the community as a center for Indiana's cultural and natural heritage.,-86.346093,39.132336
328,348,Teachers Warehouse,Sue,Cull,contact@teacherswarehouse.net,http://www.facebook.com/TeachersWarehouse,http://twitter.com@BtownTWarehouse,1-812-929-7522,"524 N. Fairview St., Bloomington, IN, 47404",524 N. Fairview St.,,524 N Fairview St,Bloomington,IN,47404,http://www.teacherswarehouse.net,"Teachers Warehouse is a non-profit that provides free school supplies to public school teachers from Monroe, Brown, Greene, Lawrence and Owen Counties. As our mission statement indicates, Teachers Warehouse serves the educational and creative needs of children by providing a unique means to transfer donated surplus merchandise from businesses and individuals for use in classrooms and schools.Teachers Warehouse was founded in 2003 by Bloomington Rotary Club and currently receives support from five area Rotary Clubs in addition to three local groups of retired teachers.",-86.540672,39.17075
329,349,Team First Book-Monroe County,Akola,Krishnan,monroecounty_in@firstbook.org,,,1-812-322-7918,"3109 S Forrester Street, Bloomington, IN, 47401",3109 S Forrester Street,,3109 S Forrester St,Bloomington,IN,47401,http://www.firstbook.org/MonroeCounty,"Team First Book in Monroe county has a simple and focused mission: To provide the children from low-income families in Monroe County free new books that they can take home and own. The books are distributed through qualified local literacy programs that receive book grants from us. The programs use our book grants to purchase books on the children?s behalf. To qualify, the programs must have at least 70% of the children from low-income families, and conduct regular reading or other age-appropriate activities to nurture the children?s love of reading. The programs are selected every year based on their need and their ability to meet our requirements. First Book in Monroe County has provided more than 22,000 books to children from low-income families and we have been serving 1,200 children annually.",-86.492363,39.139511
330,350,Tecumseh Trail Marathon,Brian,Holzhausen,brian12@dinoseries.com,,,317-336-7553," Indianapolis, IN, 46236",,DINO  LLC,,Indianapolis,IN,46236,http://www.dinoseries.com/marathon.html,A Benefit for the Hoosier Hikers Council Trail Improvement Association.,-86,39.85
331,351,TEDxBloomington / TXB+,Jennifer,Borland,jennifer@tedxbloomington.org,,,1-812-369-8692,"114 E. Kirkwood Ave., Bloomington, IN, 47401",114 E. Kirkwood Ave.,,114 E Kirkwood Ave,Bloomington,IN,47401,http://www.tedxbloomington.com,"To foster, promote, and develop capacity to exchange powerful ideas within Bloomington and beyond. In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group.",-86.533444,39.166579
332,352,The Babywearing Project,Anna,Haag,thebabywearingproject@gmail.com,,,1-812-340-0769,"8299 N. State Rd. 43, Solsberry, IN, 47459",8299 N. State Rd. 43,,8299 N State Rd 43,Solsberry,IN,47459,http://www.thebabywearingproject.org,"Our mission is to provide education about babywearing, and to nurture baby/parent bonding by ensuring that quality carriers are available to all Bloomington-area families, regardless of income.",-86.701302,39.142785
333,353,The Back Door,Nicci,Boroski,thebackdoorbloomington@gmail.com,https://www.facebook.com/backdoorbloomington/,,1-812-333-3123,"207 S College Ave, Bloomington, IN, 47404",207 S College Ave,,207 S College Ave,Bloomington,IN,47404,http://bckdoor.com/index.html,"The Back Door is a queer space and bar, dedicated to creating a safe and fun arts and entertainment venue while advocating for the marginalized, both inside and outside of the LGBTQ+ community.",-86.534902,39.165222
334,354,The Chamber's Franklin Initiative,Trevor,Owens,towens@chamberbloomington.org,https://www.facebook.com/franklininitiative/,https://twitter.com/franklininit,1-812-336-6381,"400 W. 7th St. Ste 102, Bloomington, IN, 47402",400 W. 7th St. Ste 102,,400 W 7th St Ste 102,Bloomington,IN,47402,http://www.chamberbloomington.org/the-franklin-initiative.html,The Franklin Initiative is a program of the Greater Bloomington Chamber of Commerce. The mission is to facilitate partnerships and programs between the education and business communities that increase student engagement and therefore student achievement by providing real world connections.,-86.537766,39.169285
335,355,The Church Of Jesus Christ Of Latter-day Saint- Family History Center,Sue,Meissner,fhcbloomingtonin@gmail.com,,,812-339-0803,"2101 S. Susie St., Bloomington, IN, 47403",2101 S. Susie St.,,2101 S Susie St,Bloomington,IN,47403,,We invite all community members to participate in indexing the 1940 census.  Be an important part of preserving this historic record.,-86.541617,39.144202
336,356,The Combine,Jennifer,Borland,jennifer@rockman.com,,,317-701-2324,"300 W. Hillside, Bloomington, IN, 47403",300 W. Hillside,,300 W Hillside,Bloomington,IN,47403,http://thecombine.org,The Combine is a three-day conference and networking event that displays talent  entrepreneurship and innovation. It's an event about tech  specifically the people  ideas and environments that drive technology.  As a non-profit endeavor  The Combine has a clear purpose; to spur growth and creativity among its attendees.,-86.535114,39.150522
337,357,The Hospice Group,Julia,Whitted,jwhitted@thehospicegroup.com,,,1-317-805-4711,"9320 Priority Way West Drive, Indianapolis, IN, 46240",9320 Priority Way West Drive,,9320 Priority Way West Dr,Indianapolis,IN,46240,https://www.thehospicegroup.org/,"The mission of The Hospice Group is to provide compassionate, quality, comfort care that enhances the lives of people with life-limiting illness and their families.",-86.10736,39.92289
338,358,The Language Conservancy,Sandy,Messner,sandy@languageconservancy.org,https://www.facebook.com/LanguageConservancy/,,1-812-961-6360,"2620 N Walnut St.  Ste 1280, Bloomington, IN, 47404",2620 N Walnut St.  Ste 1280,Ste 1280,2620 N Walnut St  Ste 1280,Bloomington,IN,47404,http://www.languageconservancy.org,"The Language Conservancy's vision is to preserve the maximum number of endangered languages in the Americas and the world. We believe that all languages have an inherent right to exist - that they are fundamental and irreplaceable facets of a people's culture and humanity's linguistic heritage. The Language Conservancy is dedicated to restoring endangered languages to stability and health, and to documenting the benefits of language recovery to indigenous communities and individuals. The Language Conservancy increases international public awareness of language loss and recovery, and supports indigenous tribes committed to revitalizing their languages.",-86.531586,39.192818
339,359,The Nest,Sabine,Demetz,inthenest@gmail.com,https://www.facebook.com/TheNestRescue/,,1-812-333-2187,", Bloomington, IN, 47402",,PO Box 2054,,Bloomington,IN,47402,http://www.inthenest.net,"The Nest is a not for profit organization with 501(c)(3) tax-exempt status. Our mission is to rescue, restore, re-home, and offer sanctuary to animals that come from local animal shelters or from individuals who contact us directly.",-86.531389,39.14621
340,360,The Nest at New Hope,Emily,Pike,emily@newhope4families.org,https://www.facebook.com/thenestatnewhope/,,1-812-369-7760,"311 W 2nd St., Bloomington, IN, 47403",311 W 2nd St.,,311 W 2nd St,Bloomington,IN,47403,,The Nest is a NAFCC accredited family child care provider prioritizing enrollment to children experiencing or at risk of homelessness.,-86.536674,39.16116
